"siteID","taxonID","scientificName","taxonRank","family","nativeStatusCode","morphospeciesID","identificationReferences","identificationHistoryID"
"SCBI","HYNU","Hypericum nudiflorum Michx. ex Willd.","species","Clusiaceae","N",NA,NA,NA
"SCBI","HYPE","Hypericum perforatum L.","species","Clusiaceae","I",NA,NA,NA
"SCBI","HYPU","Hypericum punctatum Lam.","species","Clusiaceae","N",NA,NA,NA
"SCBI","ILVE","Ilex verticillata (L.) A. Gray","species","Aquifoliaceae","N",NA,NA,NA
"SCBI","IMCA","Impatiens capensis Meerb.","species","Balsaminaceae","N",NA,NA,NA
"SCBI","IMPA","Impatiens pallida Nutt.","species","Balsaminaceae","N",NA,NA,NA
"SCBI","IPPA","Ipomoea pandurata (L.) G. Mey.","species","Convolvulaceae","N",NA,NA,NA
"SCBI","IPOMO","Ipomoea sp.","genus","Convolvulaceae","UNK","smooth ipomoea",NA,NA
"SCBI","IRIS","Iris sp.","genus","Iridaceae","UNK",NA,NA,NA
"SCBI","JUNI","Juglans nigra L.","species","Juglandaceae","N",NA,NA,NA
"SCBI","JUNCAC","Juncaceae sp.","family","Juncaceae","UNK","Skinny Clump Grass",NA,NA
"SCBI","JUEF","Juncus effusus L.","species","Juncaceae","N",NA,NA,NA
"SCBI","JUTE","Juncus tenuis Willd.","species","Juncaceae","N",NA,NA,NA
"SCBI","JUVI","Juniperus virginiana L.","species","Cupressaceae","N",NA,NA,NA
"SCBI","JUVIV","Juniperus virginiana L. var. virginiana","variety","Cupressaceae","N",NA,NA,NA
"SCBI","KALA","Kalmia latifolia L.","species","Ericaceae","N",NA,NA,NA
"SCBI","KUST2","Kummerowia striata (Thunb.) Schindl.","species","Fabaceae","I",NA,NA,NA
"SCBI","LACA","Lactuca canadensis L.","species","Asteraceae","N",NA,NA,NA
"SCBI","LASE","Lactuca serriola L.","species","Asteraceae","I",NA,NA,NA
"SCBI","LACTU","Lactuca sp.","genus","Asteraceae","UNK",NA,NA,NA
"SCBI","LAMIAC","Lamiaceae sp.","family","Lamiaceae","UNK","coarse toothed mint",NA,NA
"SCBI","LAPU2","Lamium purpureum L.","species","Lamiaceae","I",NA,NA,NA
"SCBI","LACO3","Lapsana communis L.","species","Asteraceae","I",NA,NA,NA
"SCBI","LAAP2","Lathyrus aphaca L.","species","Fabaceae","I",NA,NA,NA
"SCBI","LEVI2","Leersia virginica Willd.","species","Poaceae","N",NA,NA,NA
"SCBI","LECAC7","Leonurus cardiaca L. ssp. cardiaca","subspecies","Lamiaceae","I",NA,NA,NA
"SCBI","LECA5","Lepidium campestre (L.) W.T. Aiton","species","Brassicaceae","I",NA,NA,NA
"SCBI","LEPID","Lepidium sp.","genus","Brassicaceae","UNK",NA,NA,NA
"SCBI","LECU","Lespedeza cuneata (Dum. Cours.) G. Don","species","Fabaceae","I",NA,NA,NA
"SCBI","LEVU2","Letharia vulpina (L.) Hue","species","Parmeliaceae","N",NA,NA,NA
"SCBI","LEVU","Leucanthemum vulgare Lam.","species","Asteraceae","I",NA,NA,NA
"SCBI","LISI","Ligustrum sinense Lour.","species","Oleaceae","I",NA,NA,NA
"SCBI","LIVU","Ligustrum vulgare L.","species","Oleaceae","I",NA,NA,NA
"SCBI","LIVU2","Linaria vulgaris Mill.","species","Scrophulariaceae","I",NA,NA,NA
"SCBI","LIBE3","Lindera benzoin (L.) Blume","species","Lauraceae","N",NA,NA,NA
"SCBI","LILI3","Liparis liliifolia (L.) Rich. ex Ker Gawl.","species","Orchidaceae","N",NA,NA,NA
"SCBI","LITU","Liriodendron tulipifera L.","species","Magnoliaceae","N",NA,NA,NA
"SCBI","LITU2","Lithospermum tuberosum Rugel ex DC.","species","Boraginaceae","N",NA,NA,NA
"SCBI","LOIN","Lobelia inflata L.","species","Campanulaceae","N",NA,NA,NA
"SCBI","LOBEL","Lobelia sp.","genus","Campanulaceae","UNK",NA,NA,NA
"SCBI","LOPE","Lolium perenne L.","species","Poaceae","I",NA,NA,NA
"SCBI","LOJA","Lonicera japonica Thunb.","species","Caprifoliaceae","I",NA,NA,NA
"SCBI","LOMA6","Lonicera maackii (Rupr.) Herder","species","Caprifoliaceae","I",NA,NA,NA
"SCBI","LONIC","Lonicera sp.","genus","Caprifoliaceae","UNK",NA,NA,NA
"SCBI","LYCI","Lysimachia ciliata L.","species","Primulaceae","N",NA,NA,NA
"SCBI","MARAR","Maianthemum racemosum (L.) Link ssp. racemosum","subspecies","Liliaceae","N",NA,NA,NA
"SCBI","MALUS","Malus sp.","genus","Rosaceae","UNK",NA,NA,NA
"SCBI","MAOB2","Matelea obliqua (Jacq.) Woodson","species","Asclepiadaceae","N",NA,NA,NA
"SCBI","MEVI","Medeola virginiana L.","species","Liliaceae","N",NA,NA,NA
"SCBI","MELU","Medicago lupulina L.","species","Fabaceae","I",NA,NA,NA
"SCBI","MEOF","Melilotus officinalis (L.) Lam.","species","Fabaceae","I",NA,NA,NA
"SCBI","MELIL","Melilotus sp.","genus","Fabaceae","I",NA,NA,NA
"SCBI","MECA3","Menispermum canadense L.","species","Menispermaceae","N",NA,NA,NA
"SCBI","MIVI","Microstegium vimineum (Trin.) A. Camus","species","Poaceae","I",NA,NA,NA
"SCBI","MIHI2","Mitracarpus hirtus (L.) DC.","species","Rubiaceae","I",NA,NA,NA
"SCBI","MOBR2","Monarda bradburiana Beck","species","Lamiaceae","N",NA,NA,NA
"SCBI","MOFI","Monarda fistulosa L.","species","Lamiaceae","N",NA,NA,NA
"SCBI","MOFIF","Monarda fistulosa L. ssp. fistulosa","subspecies","Lamiaceae","N",NA,NA,NA
"SCBI","MOFIF2","Monarda fistulosa L. ssp. fistulosa var. fistulosa","variety","Lamiaceae","N",NA,NA,NA
"SCBI","MOUN3","Monotropa uniflora L.","species","Monotropaceae","N",NA,NA,NA
"SCBI","MOAL","Morus alba L.","species","Moraceae","I",NA,NA,NA
"SCBI","MORU2","Morus rubra L.","species","Moraceae","N",NA,NA,NA
"SCBI","MUFR2","Muhlenbergia frondosa (Poir.) Fernald","species","Poaceae","N",NA,NA,NA
"SCBI","MUSC","Muhlenbergia schreberi J.F. Gmel.","species","Poaceae","N",NA,NA,NA
"SCBI","MUHLE","Muhlenbergia sp.","genus","Poaceae","N",NA,NA,NA
"SCBI","MUHLESPP","Muhlenbergia spp.","genus","Poaceae","N",NA,NA,NA
"SCBI","MUTE","Muhlenbergia tenuiflora (Willd.) Britton, Sterns & Poggenb.","species","Poaceae","N",NA,NA,NA
"SCBI","NEHU2","Neotorularia humilis (C.A. Mey.) Hedge & J. Léonard","species","Brassicaceae","N",NA,NA,NA
"SCBI","NECA2","Nepeta cataria L.","species","Lamiaceae","I",NA,NA,NA
"SCBI","NYSY","Nyssa sylvatica Marshall","species","Cornaceae","N",NA,NA,NA
"SCBI","OBVI","Obolaria virginica L.","species","Gentianaceae","N",NA,"Weakley 2012",NA
"SCBI","OPHIOG","Ophioglossaceae sp.","family","Ophioglossaceae","UNK",NA,NA,NA
"SCBI","OPHIO","Ophioglossum sp.","genus","Ophioglossaceae","N",NA,NA,NA
"SCBI","OPVU","Ophioglossum vulgatum L.","species","Ophioglossaceae","N",NA,NA,NA
"SCBI","OPHI","Oplismenus hirtellus (L.) P. Beauv.","species","Poaceae","NI",NA,NA,NA
"SCBI","OPHIU2","Oplismenus hirtellus (L.) P. Beauv. ssp. undulatifolius (Ard.) U. Scholz","subspecies","Poaceae","I",NA,NA,NA
"SCBI","ORCHID","Orchidaceae sp.","family","Orchidaceae","UNK",NA,NA,NA
"SCBI","OSCL","Osmorhiza claytonii (Michx.) C.B. Clarke","species","Apiaceae","N",NA,NA,NA
"SCBI","OSLO","Osmorhiza longistylis (Torr.) DC.","species","Apiaceae","N",NA,NA,NA
"SCBI","OSCL2","Osmunda claytoniana L.","species","Osmundaceae","N",NA,NA,NA
"SCBI","OSVI","Ostrya virginiana (Mill.) K. Koch","species","Betulaceae","N",NA,NA,NA
"SCBI","OXDI2","Oxalis dillenii Jacq.","species","Oxalidaceae","N",NA,NA,NA
"SCBI","OXALI","Oxalis sp.","genus","Oxalidaceae","UNK",NA,NA,NA
"SCBI","OXST","Oxalis stricta L.","species","Oxalidaceae","N",NA,NA,NA
"SCBI","OXVI","Oxalis violacea L.","species","Oxalidaceae","N",NA,NA,NA
"SCBI","PAQU","Panax quinquefolius L.","species","Araliaceae","N",NA,NA,NA
"SCBI","PANIC","Panicum sp.","genus","Poaceae","UNK",NA,NA,NA
"SCBI","PAVE2","Panicum verrucosum Muhl.","species","Poaceae","N",NA,NA,NA
"SCBI","PAVI2","Panicum virgatum L.","species","Poaceae","N",NA,NA,NA
"SCBI","PAPE5","Parietaria pensylvanica Muhl. ex Willd.","species","Urticaceae","N",NA,NA,NA
"SCBI","PACA11","Paronychia canadensis (L.) Alph. Wood","species","Caryophyllaceae","N",NA,NA,NA
"SCBI","PARON","Paronychia sp.","genus","Caryophyllaceae","N",NA,NA,NA
"SCBI","PAQU2","Parthenocissus quinquefolia (L.) Planch.","species","Vitaceae","N",NA,NA,NA
"SCBI","PASE5","Paspalum setaceum Michx.","species","Poaceae","N",NA,NA,NA
"SCBI","PASPA2","Paspalum sp.","genus","Poaceae","UNK",NA,NA,NA
"SCBI","PEVI","Peltandra virginica (L.) Schott","species","Araceae","N",NA,NA,NA
"SCBI","PEVI2","Pennisetum villosum R. Br. ex Fresen.","species","Poaceae","I",NA,NA,NA
"SCBI","PEPE14","Pentodon pentandrus (Schumach. & Thonn.) Vatke","species","Rubiaceae","N",NA,NA,NA
"SCBI","PEFR4","Perilla frutescens (L.) Britton","species","Lamiaceae","I",NA,NA,NA
"SCBI","PHPR3","Phleum pratense L.","species","Poaceae","I",NA,NA,NA
"SCBI","PHLE5","Phryma leptostachya L.","species","Verbenaceae","N",NA,NA,NA
"SCBI","PHHE5","Physalis heterophylla Nees","species","Solanaceae","N",NA,NA,NA
"SCBI","PHLOS","Physalis longifolia Nutt. var. subglabrata (Mack. & Bush) Cronquist","variety","Solanaceae","N",NA,NA,NA
"SCBI","PHYSA","Physalis sp.","genus","Solanaceae","UNK",NA,NA,NA
"SCBI","PHAM4","Phytolacca americana L.","species","Phytolaccaceae","N",NA,NA,NA
"SCBI","PHAMA3","Phytolacca americana L. var. americana","variety","Phytolaccaceae","N",NA,NA,NA
"SCBI","PIPU2","Pilea pumila (L.) A. Gray","species","Urticaceae","N",NA,NA,NA
"SCBI","PINUS","Pinus sp.","genus","Pinaceae","UNK",NA,NA,NA
"SCBI","PIVI2","Pinus virginiana Mill.","species","Pinaceae","N",NA,NA,NA
"SCBI","OTHE","Plantae sp.","kingdom",NA,"UNK",NA,NA,NA
"SCBI","PLLA","Plantago lanceolata L.","species","Plantaginaceae","I",NA,NA,NA
"SCBI","PLMA2","Plantago major L.","species","Plantaginaceae","I",NA,NA,NA
"SCBI","PLRU","Plantago rugelii Decne.","species","Plantaginaceae","N",NA,NA,NA
"SCBI","PLOC","Platanus occidentalis L.","species","Platanaceae","N",NA,NA,NA
"SCBI","POCO","Poa compressa L.","species","Poaceae","I",NA,NA,NA
"SCBI","POCU4","Poa cuspidata Nutt.","species","Poaceae","N",NA,NA,NA
"SCBI","POPRP2","Poa pratensis L. ssp. pratensis","subspecies","Poaceae","I",NA,NA,NA
"SCBI","POA","Poa sp.","genus","Poaceae","UNK","early thin leaf poa",NA,NA
"SCBI","POASPP","Poa spp.","genus","Poaceae","UNK","early thin leaf poa",NA,NA
"SCBI","POTR2","Poa trivialis L.","species","Poaceae","I",NA,NA,NA
"SCBI","POACEA","Poaceae sp.","family","Poaceae","UNK","red stem panic grass",NA,NA
"SCBI","POACEASPP","Poaceae spp.","family","Poaceae","UNK","red stem panic grass",NA,NA
"SCBI","POPE","Podophyllum peltatum L.","species","Berberidaceae","N",NA,NA,NA
"SCBI","POLYGO","Polygonaceae sp.","family","Polygonaceae","UNK","clasping ocrea polygonum",NA,NA
"SCBI","POLYGOSPP","Polygonaceae spp.","family","Polygonaceae","UNK","ocrea flower polygonum",NA,NA
"SCBI","POBI2","Polygonatum biflorum (Walter) Elliott","species","Liliaceae","N",NA,NA,NA
"SCBI","POLYG2","Polygonatum sp.","genus","Liliaceae","N","invasive persicaria",NA,NA
"SCBI","POCEL","Polygonum cespitosum Blume var. longisetum (Bruijn) A.N. Steward","variety","Polygonaceae","I",NA,NA,NA
"SCBI","POCOC2","Polygonum convolvulus L. var. convolvulus","variety","Polygonaceae","I",NA,NA,NA
"SCBI","POHY2","Polygonum hydropiperoides Michx.","species","Polygonaceae","N",NA,NA,NA
"SCBI","POPE2","Polygonum pensylvanicum L.","species","Polygonaceae","N",NA,NA,NA
"SCBI","POPE10","Polygonum perfoliatum L.","species","Polygonaceae","I",NA,NA,NA
"SCBI","POPE3","Polygonum persicaria L.","species","Polygonaceae","I",NA,NA,NA
"SCBI","POPUP4","Polygonum punctatum Elliott var. punctatum","variety","Polygonaceae","N",NA,NA,NA
"SCBI","POSA5","Polygonum sagittatum L.","species","Polygonaceae","N",NA,NA,NA
"SCBI","POLYG4","Polygonum sp.","genus","Polygonaceae","UNK","invasive persicaria",NA,NA
"SCBI","POLYG4SPP","Polygonum spp.","genus","Polygonaceae","UNK","invasive persicaria",NA,NA
"SCBI","POVI2","Polygonum virginianum L.","species","Polygonaceae","N",NA,NA,NA
"SCBI","POVI7","Polypodium virginianum L.","species","Polypodiaceae","N",NA,NA,NA
"SCBI","POAC4","Polystichum acrostichoides (Michx.) Schott","species","Dryopteridaceae","N",NA,NA,NA
"SCBI","POCA17","Potentilla canadensis L.","species","Rosaceae","N",NA,NA,NA
"SCBI","POCAC2","Potentilla canadensis L. var. canadensis","variety","Rosaceae","N",NA,NA,NA
"SCBI","PORE5","Potentilla recta L.","species","Rosaceae","I",NA,NA,NA
"SCBI","POSI2","Potentilla simplex Michx.","species","Rosaceae","N",NA,NA,NA
"SCBI","POTEN","Potentilla sp.","genus","Rosaceae","UNK",NA,NA,NA
"SCBI","PRAL3","Prenanthes altissima L.","species","Asteraceae","N",NA,NA,NA
"SCBI","PRENA","Prenanthes sp.","genus","Asteraceae","N",NA,NA,NA
"SCBI","PRVU","Prunella vulgaris L.","species","Lamiaceae","N",NA,NA,NA
"SCBI","PRAV","Prunus avium (L.) L.","species","Rosaceae","I",NA,NA,NA
"SCBI","PRSES","Prunus serotina Ehrh. var. serotina","variety","Rosaceae","N",NA,NA,NA
"SCBI","PRUNU","Prunus sp.","genus","Rosaceae","UNK",NA,NA,NA
"SCBI","PSOB3","Pseudognaphalium obtusifolium (L.) Hilliard & B.L. Burtt","species","Asteraceae","N",NA,NA,NA
"SCBI","PYINI","Pycnanthemum incanum (L.) Michx. var. incanum","variety","Lamiaceae","N",NA,NA,NA
"SCBI","PYCNA","Pycnanthemum sp.","genus","Lamiaceae","N",NA,NA,NA
"SCBI","PYRUS","Pyrus sp.","genus","Rosaceae","I",NA,NA,NA
"SCBI","QUAL","Quercus alba L.","species","Fagaceae","N",NA,NA,NA
"SCBI","QUCO2","Quercus coccinea Münchh.","species","Fagaceae","N",NA,NA,NA
"SCBI","QUMO4","Quercus montana Willd.","species","Fagaceae","N",NA,NA,NA
"SCBI","QUPH","Quercus phellos L.","species","Fagaceae","N",NA,NA,NA
"SCBI","QURU","Quercus rubra L.","species","Fagaceae","N",NA,NA,NA
"SCBI","QURUR","Quercus rubra L. var. rubra","variety","Fagaceae","N",NA,NA,NA
"SCBI","QUVE","Quercus velutina Lam.","species","Fagaceae","N",NA,NA,NA
"SCBI","QUVI","Quercus virginiana Mill.","species","Fagaceae","N",NA,NA,NA
"SCBI","RAAB","Ranunculus abortivus L.","species","Ranunculaceae","N",NA,NA,NA
"SCBI","RARE2","Ranunculus recurvatus Poir.","species","Ranunculaceae","N",NA,NA,NA
"SCBI","RARER2","Ranunculus recurvatus Poir. var. recurvatus","variety","Ranunculaceae","N",NA,NA,NA
"SCBI","RANUN","Ranunculus sp.","genus","Ranunculaceae","UNK",NA,NA,NA
"SCBI","RHYNC3","Rhynchospora sp.","genus","Cyperaceae","UNK",NA,NA,NA
"SCBI","RIBES","Ribes sp.","genus","Grossulariaceae","UNK",NA,NA,NA
"SCBI","ROPS","Robinia pseudoacacia L.","species","Fabaceae","N",NA,NA,NA
"SCBI","ROMI","Rosa micrantha Borrer ex Sm.","species","Rosaceae","I",NA,NA,NA
"SCBI","ROMU","Rosa multiflora Thunb.","species","Rosaceae","I",NA,NA,NA
"SCBI","RORU82","Rosa rubiginosa L.","species","Rosaceae","I",NA,NA,NA
"SCBI","ROSA5","Rosa sp.","genus","Rosaceae","UNK","inchworm stipule rose",NA,NA
"SCBI","ROSACE","Rosaceae sp.","family","Rosaceae","UNK",NA,NA,NA
"SCBI","RUAL","Rubus allegheniensis Porter","species","Rosaceae","N",NA,NA,NA
"SCBI","RUFL","Rubus flagellaris Willd.","species","Rosaceae","N",NA,NA,NA
"SCBI","RUOC","Rubus occidentalis L.","species","Rosaceae","N",NA,NA,NA
"SCBI","RUPE3","Rubus pensilvanicus Poir.","species","Rosaceae","N",NA,NA,NA
"SCBI","RUPH","Rubus phoenicolasius Maxim.","species","Rosaceae","I",NA,NA,NA
"SCBI","RUBUS","Rubus sp.","genus","Rosaceae","UNK",NA,NA,NA
"SCBI","RUFU2","Rudbeckia fulgida Aiton","species","Asteraceae","N",NA,NA,NA
"SCBI","RUHI2","Rudbeckia hirta L.","species","Asteraceae","N",NA,NA,NA
"SCBI","RUAC3","Rumex acetosella L.","species","Polygonaceae","I",NA,NA,NA
"SCBI","RUCRC","Rumex crispus L. ssp. crispus","subspecies","Polygonaceae","I",NA,NA,NA
"SCBI","RUOB","Rumex obtusifolius L.","species","Polygonaceae","I",NA,NA,NA
"SCBI","SABA10","Saccharum baldwinii Spreng.","species","Poaceae","N",NA,NA,NA
"SCBI","SANIC4","Sambucus nigra L. ssp. canadensis (L.) R. Bolli","subspecies","Caprifoliaceae","N",NA,NA,NA
"SCBI","SACA13","Sanguinaria canadensis L.","species","Papaveraceae","N",NA,NA,NA
"SCBI","SACA15","Sanicula canadensis L.","species","Apiaceae","N",NA,NA,NA
"SCBI","SACAC2","Sanicula canadensis L. var. canadensis","variety","Apiaceae","N",NA,NA,NA
"SCBI","SAOD","Sanicula odorata (Raf.) K.M. Pryer & L.R. Phillippe","species","Apiaceae","N",NA,NA,NA
"SCBI","SANIC","Sanicula sp.","genus","Apiaceae","N",NA,NA,NA
"SCBI","SAOF4","Saponaria officinalis L.","species","Caryophyllaceae","I",NA,NA,NA
"SCBI","SAAL5","Sassafras albidum (Nutt.) Nees","species","Lauraceae","N",NA,NA,NA
"SCBI","SCAR7","Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.","species","Poaceae","I",NA,NA,NA
"SCBI","SCSCS","Schizachyrium scoparium (Michx.) Nash var. scoparium","variety","Poaceae","N",NA,NA,NA
"SCBI","SCHIZ4","Schizachyrium sp.","genus","Poaceae","N",NA,NA,NA
"SCBI","SCMA2","Scrophularia marilandica L.","species","Scrophulariaceae","N",NA,NA,NA
"SCBI","SCSE5","Scutellaria serrata Andrews","species","Lamiaceae","N",NA,NA,NA
"SCBI","SEMA11","Senna marilandica (L.) Link","species","Fabaceae","N",NA,NA,NA
"SCBI","SENNA","Senna sp.","genus","Fabaceae","UNK",NA,NA,NA
"SCBI","SEFA","Setaria faberi Herrm.","species","Poaceae","I",NA,NA,NA
"SCBI","SEPA10","Setaria parviflora (Poir.) Kerguélen","species","Poaceae","N",NA,NA,NA
"SCBI","SEPU8","Setaria pumila (Poir.) Roem. & Schult.","species","Poaceae","I",NA,NA,NA
"SCBI","SETAR","Setaria sp.","genus","Poaceae","UNK","small green foxtail",NA,NA
"SCBI","SIAN","Sicyos angulatus L.","species","Cucurbitaceae","N",NA,NA,NA
"SCBI","SISP","Sida spinosa L.","species","Malvaceae","N",NA,NA,NA
"SCBI","SIAN2","Silene antirrhina L.","species","Caryophyllaceae","N",NA,NA,NA
"SCBI","SILA21","Silene latifolia Poir.","species","Caryophyllaceae","I",NA,NA,NA
"SCBI","SILEN","Silene sp.","genus","Caryophyllaceae","UNK",NA,NA,NA
"SCBI","SIVU","Silene vulgaris (Moench) Garcke","species","Caryophyllaceae","I",NA,NA,NA
"SCBI","SIAN3","Sisyrinchium angustifolium Mill.","species","Iridaceae","N",NA,NA,NA
"SCBI","SISYR","Sisyrinchium sp.","genus","Iridaceae","UNK",NA,NA,NA
"SCBI","SMGL","Smilax glauca Walter","species","Smilacaceae","N",NA,NA,NA
"SCBI","SMHE","Smilax herbacea L.","species","Smilacaceae","N",NA,NA,NA
"SCBI","SMRO","Smilax rotundifolia L.","species","Smilacaceae","N",NA,NA,NA
"SCBI","SMILA2","Smilax sp.","genus","Smilacaceae","N",NA,NA,NA
"SCBI","SMTA2","Smilax tamnoides L.","species","Smilacaceae","N",NA,NA,NA
"SCBI","SOLANA","Solanaceae sp.","family","Solanaceae","UNK",NA,NA,NA
"SCBI","SOCA10","Solanum capsicoides All.","species","Solanaceae","I",NA,NA,NA
"SCBI","SOCA3","Solanum carolinense L.","species","Solanaceae","N",NA,NA,NA
"SCBI","SOCAC4","Solanum carolinense L. var. carolinense","variety","Solanaceae","N",NA,NA,NA
"SCBI","SONI","Solanum nigrum L.","species","Solanaceae","I",NA,NA,NA
"SCBI","SOPT7","Solanum ptycanthum Dunal","species","Solanaceae","N",NA,NA,NA
"SCBI","SOAL6","Solidago altissima L.","species","Asteraceae","N",NA,NA,NA
"SCBI","SOCA4","Solidago caesia L.","species","Asteraceae","N",NA,NA,NA
"SCBI","SOCA6","Solidago canadensis L.","species","Asteraceae","N",NA,NA,NA
"SCBI","SOCU","Solidago curtisii Torr. & A. Gray","species","Asteraceae","N",NA,NA,NA
"SCBI","SOLID","Solidago sp.","genus","Asteraceae","N",NA,NA,NA
"SCBI","SONU2","Sorghastrum nutans (L.) Nash","species","Poaceae","N",NA,NA,NA
"SCBI","SOHA","Sorghum halepense (L.) Pers.","species","Poaceae","I",NA,NA,NA
"SCBI","SPIRA2","Spiranthes sp.","genus","Orchidaceae","N",NA,NA,NA
"SCBI","STGR","Stellaria graminea L.","species","Caryophyllaceae","I",NA,NA,NA
"SCBI","STME2","Stellaria media (L.) Vill.","species","Caryophyllaceae","I",NA,NA,NA
"SCBI","STPU","Stellaria pubera Michx.","species","Caryophyllaceae","N",NA,NA,NA
"SCBI","SYOR","Symphoricarpos orbiculatus Moench","species","Caprifoliaceae","N",NA,NA,NA
"SCBI","SYLA6","Symphyotrichum lanceolatum (Willd.) G.L. Nesom","species","Asteraceae","N",NA,NA,NA
"SCBI","SYLA4","Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve","species","Asteraceae","N",NA,NA,NA
"SCBI","SYMPH4","Symphyotrichum sp.","genus","Asteraceae","N","hairy aaa_2017",NA,NA
"SCBI","SYMPH4SPP","Symphyotrichum spp.","genus","Asteraceae","N","hairy aaa_2017",NA,NA
"SCBI","SYVU","Syringa vulgaris L.","species","Oleaceae","I",NA,NA,NA
"SCBI","TAOF","Taraxacum officinale F.H. Wigg.","species","Asteraceae","NI",NA,NA,NA
"SCBI","TARAX","Taraxacum sp.","genus","Asteraceae","UNK",NA,NA,NA
"SCBI","TECA3","Teucrium canadense L.","species","Lamiaceae","N",NA,NA,NA
"SCBI","THTH2","Thalictrum thalictroides (L.) Eames & B. Boivin","species","Ranunculaceae","N",NA,NA,NA
"SCBI","THNO","Thelypteris noveboracensis (L.) Nieuwl.","species","Thelypteridaceae","N",NA,NA,NA
"SCBI","TIAM","Tilia americana L.","species","Tiliaceae","N",NA,NA,NA
"SCBI","TOAR","Torilis arvensis (Huds.) Link","species","Apiaceae","I",NA,NA,NA
"SCBI","TORIL","Torilis sp.","genus","Apiaceae","I",NA,NA,NA
"SCBI","TORA2","Toxicodendron radicans (L.) Kuntze","species","Anacardiaceae","N",NA,NA,NA
"SCBI","TRDU","Tragopogon dubius Scop.","species","Asteraceae","I",NA,NA,NA
"SCBI","TRCA","Trautvetteria caroliniensis (Walter) Vail","species","Ranunculaceae","N",NA,NA,NA
"SCBI","TRPL6","Trichophorum planifolium (Spreng.) Palla","species","Cyperaceae","N",NA,NA,NA
"SCBI","TRFL2","Tridens flavus (L.) Hitchc.","species","Poaceae","N",NA,NA,NA
"SCBI","TRAR4","Trifolium arvense L.","species","Fabaceae","I",NA,NA,NA
"SCBI","TRCA5","Trifolium campestre Schreb.","species","Fabaceae","I",NA,NA,NA
"SCBI","TRPR2","Trifolium pratense L.","species","Fabaceae","I",NA,NA,NA
"SCBI","TRRE3","Trifolium repens L.","species","Fabaceae","I",NA,NA,NA
"SCBI","TRIFO","Trifolium sp.","genus","Fabaceae","UNK",NA,NA,NA
"SCBI","ULPU","Ulmus pumila L.","species","Ulmaceae","I",NA,"Weakley 2012",NA
"SCBI","ULMUS","Ulmus sp.","genus","Ulmaceae","UNK",NA,NA,NA
"SCBI","2PLANT-H","Unknown hardwood plant","kingdom",NA,"UNK",NA,NA,NA
"SCBI","2PLANT","Unknown plant","kingdom",NA,"UNK","invasive persicaria",NA,NA
"SCBI","UVPE","Uvularia perfoliata L.","species","Liliaceae","N",NA,NA,NA
"SCBI","VAPA4","Vaccinium pallidum Aiton","species","Ericaceae","N",NA,NA,NA
"SCBI","VEBL","Verbascum blattaria L.","species","Scrophulariaceae","I",NA,NA,NA
"SCBI","VETH","Verbascum thapsus L.","species","Scrophulariaceae","I",NA,NA,NA
"SCBI","VEUR","Verbena urticifolia L.","species","Verbenaceae","N",NA,NA,NA
"SCBI","VERBEN","Verbenaceae sp.","family","Verbenaceae","UNK",NA,NA,NA
"SCBI","VEAL","Verbesina alternifolia (L.) Britton ex Kearney","species","Asteraceae","N",NA,NA,NA
"SCBI","VEOC","Verbesina occidentalis (L.) Walter","species","Asteraceae","N",NA,NA,NA
"SCBI","VEAR","Veronica arvensis L.","species","Scrophulariaceae","I",NA,NA,NA
"SCBI","VEHE2","Veronica hederifolia L.","species","Scrophulariaceae","I",NA,NA,NA
"SCBI","VEOF2","Veronica officinalis L.","species","Scrophulariaceae","I",NA,NA,NA
"SCBI","VERON","Veronica sp.","genus","Scrophulariaceae","UNK",NA,NA,NA
"SCBI","VIAC","Viburnum acerifolium L.","species","Caprifoliaceae","N",NA,NA,NA
"SCBI","VIDE","Viburnum dentatum L.","species","Caprifoliaceae","N",NA,NA,NA
"SCBI","VIDI80","Viburnum dilatatum Thunb.","species","Caprifoliaceae","I",NA,NA,NA
"SCBI","VIPR","Viburnum prunifolium L.","species","Caprifoliaceae","N",NA,NA,NA
"SCBI","VIBUR","Viburnum sp.","genus","Caprifoliaceae","UNK","sweet viburnum",NA,NA
"SCBI","VISA","Vicia sativa L.","species","Fabaceae","I",NA,NA,NA
"SCBI","VICIA","Vicia sp.","genus","Fabaceae","UNK",NA,NA,NA
"SCBI","VITE","Vicia tetrasperma (L.) Schreb.","species","Fabaceae","I",NA,NA,NA
"SCBI","VIMI2","Vinca minor L.","species","Apocynaceae","I",NA,NA,NA
"SCBI","VINCA","Vinca sp.","genus","Apocynaceae","I",NA,NA,NA
"SCBI","VIAR","Viola arvensis Murray","species","Violaceae","I",NA,NA,NA
"SCBI","VIPU3","Viola pubescens Aiton","species","Violaceae","N",NA,NA,NA
"SCBI","VIPUP2","Viola pubescens Aiton var. pubescens","variety","Violaceae","N",NA,NA,NA
"SCBI","VIOLA","Viola sp.","genus","Violaceae","UNK",NA,NA,NA
"SCBI","VIOLASPP","Viola spp.","genus","Violaceae","UNK",NA,NA,NA
"SCBI","VITRT2","Viola triloba Schwein. var. triloba","variety","Violaceae","N",NA,NA,NA
"SCBI","VIPA18","Viola ×palmata L. (pro sp.)","species","Violaceae","N",NA,NA,NA
