"siteID","taxonID","scientificName","taxonRank","family","nativeStatusCode","morphospeciesID","identificationReferences","identificationHistoryID"
"CPER","CUCAB","Cuscuta californica Hook. & Arn. var. breviflora Engelm.","variety","Cuscutaceae","N",NA,NA,NA
"CPER","CUSAS","Cuscuta salina Engelm. var. salina","variety","Cuscutaceae","N",NA,NA,NA
"CPER","CYAC","Cymopterus acaulis (Pursh) Raf.","species","Apiaceae","N",NA,NA,NA
"CPER","CYMO","Cymopterus montanus Nutt. ex Torr. & A. Gray","species","Apiaceae","N",NA,NA,NA
"CPER","CYPERA","Cyperaceae sp.","family","Cyperaceae","UNK",NA,NA,NA
"CPER","DACA7","Dalea candida Michx. ex Willd.","species","Fabaceae","N",NA,NA,NA
"CPER","DACAO","Dalea candida Michx. ex Willd. var. oligophylla (Torr.) Shinners","variety","Fabaceae","N",NA,NA,NA
"CPER","DEGE2","Delphinium geyeri Greene","species","Ranunculaceae","N",NA,NA,NA
"CPER","DENU2","Delphinium nuttallianum Pritz. ex Walp.","species","Ranunculaceae","N",NA,NA,NA
"CPER","DEPI","Descurainia pinnata (Walter) Britton","species","Brassicaceae","N",NA,NA,NA
"CPER","DESCU","Descurainia sp.","genus","Brassicaceae","UNK",NA,NA,NA
"CPER","DISP","Distichlis spicata (L.) Greene","species","Poaceae","N",NA,NA,NA
"CPER","DRRE2","Draba reptans (Lam.) Fernald","species","Brassicaceae","N",NA,NA,NA
"CPER","DRABA","Draba sp.","genus","Brassicaceae","N",NA,NA,NA
"CPER","ECVI2","Echinocereus viridiflorus Engelm.","species","Cactaceae","N",NA,NA,NA
"CPER","ELNY","Ellisia nyctelea (L.) L.","species","Hydrophyllaceae","N",NA,NA,NA
"CPER","ELEL5","Elymus elymoides (Raf.) Swezey","species","Poaceae","N",NA,NA,NA
"CPER","ERNA10","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird","species","Asteraceae","N",NA,NA,NA
"CPER","ERNAN5","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird ssp. nauseosa var. nauseosa","variety","Asteraceae","N",NA,NA,NA
"CPER","ERBE2","Erigeron bellidiastrum Nutt.","species","Asteraceae","N",NA,NA,NA
"CPER","ERFL","Erigeron flagellaris A. Gray","species","Asteraceae","N","super fine daisy",NA,NA
