label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Carex prasina Wahlenb.,Carex prasina,Carex prasina Wahlenb.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex prasina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex projecta Mack.,Carex projecta,Carex projecta Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex projecta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex purpurifera Mack.,Carex purpurifera,Carex purpurifera Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex purpurifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex radiata (Wahlenb.) Small,Carex radiata,Carex radiata (Wahlenb.) Small,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex radiata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex reniformis (L.H. Bailey) Small,Carex reniformis,Carex reniformis (L.H. Bailey) Small,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex reniformis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex retroflexa Muhl. ex Willd.,Carex retroflexa,Carex retroflexa Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex retroflexa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex reznicekii Werier,Carex reznicekii,Carex reznicekii Werier,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex reznicekii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex roanensis F.J. Herm.,Carex roanensis,Carex roanensis F.J. Herm.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex roanensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex rosea Schkuhr ex Willd.,Carex rosea,Carex rosea Schkuhr ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex rosea,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carex ruthii Mack.,Carex ruthii,Carex ruthii Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex ruthii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex scabrata Schwein.,Carex scabrata,Carex scabrata Schwein.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex scabrata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex schweinitzii Dewey ex Schwein.,Carex schweinitzii,Carex schweinitzii Dewey ex Schwein.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex schweinitzii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex scoparia Schkuhr ex Willd.,Carex scoparia,Carex scoparia Schkuhr ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex scoparia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex scoparia Schkuhr ex Willd. var. scoparia,Carex scoparia,Carex scoparia Schkuhr ex Willd. var. scoparia,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex scoparia,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Carex seorsa Howe,Carex seorsa,Carex seorsa Howe,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex seorsa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex shortiana Dewey,Carex shortiana,Carex shortiana Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex shortiana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex siccata Dewey,Carex siccata,Carex siccata Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex siccata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex silicea Olney,Carex silicea,Carex silicea Olney,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex silicea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex sparganioides Muhl. ex Willd.,Carex sparganioides,Carex sparganioides Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex sparganioides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex spicata Huds.,Carex spicata,Carex spicata Huds.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex squarrosa L.,Carex squarrosa,Carex squarrosa L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex squarrosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex sterilis Willd.,Carex sterilis,Carex sterilis Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex sterilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex stipata Muhl. ex Willd.,Carex stipata,Carex stipata Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex stipata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex stipata Muhl. ex Willd. var. maxima Chapm.,Carex stipata,Carex stipata Muhl. ex Willd. var. maxima Chapm.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex stipata,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carex stipata Muhl. ex Willd. var. stipata,Carex stipata,Carex stipata Muhl. ex Willd. var. stipata,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex stipata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex straminea Willd. ex Schkuhr,Carex straminea,Carex straminea Willd. ex Schkuhr,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex straminea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex striata Michx.,Carex striata,Carex striata Michx.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex striata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex striata Michx. var. brevis L.H. Bailey,Carex striata Michx. var. brevis L.H. Bailey,Carex striata Michx. var. brevis L.H. Bailey,Plantae Carex Carex striata Michx. var. brevis L.H. Bailey,FORCE_ACCEPTED
Carex striatula Michx.,Carex striatula,Carex striatula Michx.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex striatula,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex stricta Lam.,Carex stricta,Carex stricta Lam.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex stricta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex styloflexa Buckley,Carex styloflexa,Carex styloflexa Buckley,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex styloflexa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex suberecta (Olney) Britton,Carex suberecta,Carex suberecta (Olney) Britton,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex suberecta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
"Carex superata Naczi, Reznicek & B.A. Ford",Carex superata,"Carex superata Naczi, Reznicek & B.A. Ford",Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex superata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex swanii (Fernald) Mack.,Carex swanii,Carex swanii (Fernald) Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex swanii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex tenera Dewey,Carex tenera,Carex tenera Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex tenera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex tetanica Schkuhr,Carex tetanica,Carex tetanica Schkuhr,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex tetanica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex texensis (Torr.) L.H. Bailey,Carex texensis,Carex texensis (Torr.) L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex texensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex tonsa (Fernald) E.P. Bicknell,Carex tonsa,Carex tonsa (Fernald) E.P. Bicknell,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex tonsa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex tonsa (Fernald) E.P. Bicknell var. rugosperma (Mack.) Crins,Carex tonsa,Carex tonsa (Fernald) E.P. Bicknell var. rugosperma (Mack.) Crins,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex tonsa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex tonsa (Fernald) E.P. Bicknell var. tonsa,Carex tonsa,Carex tonsa (Fernald) E.P. Bicknell var. tonsa,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex tonsa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex torta Boott ex Tuck.,Carex torta,Carex torta Boott ex Tuck.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex torta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex tribuloides Wahlenb.,Carex tribuloides,Carex tribuloides Wahlenb.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex tribuloides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex tribuloides Wahlenb. var. sangamonensis Clokey,Carex tribuloides,Carex tribuloides Wahlenb. var. sangamonensis Clokey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex tribuloides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex tribuloides Wahlenb. var. tribuloides,Carex tribuloides,Carex tribuloides Wahlenb. var. tribuloides,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex tribuloides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex trichocarpa Muhl. ex Willd.,Carex trichocarpa,Carex trichocarpa Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex trichocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex trisperma Dewey,Carex trisperma,Carex trisperma Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex trisperma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex trisperma Dewey var. trisperma,Carex trisperma,Carex trisperma Dewey var. trisperma,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex trisperma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex typhina Michx.,Carex typhina,Carex typhina Michx.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex typhina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex umbellata Schkuhr ex Willd.,Carex umbellata,Carex umbellata Schkuhr ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex umbellata,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carex utriculata Boott,Carex utriculata,Carex utriculata Boott,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex utriculata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex venusta Dewey,Carex venusta,Carex venusta Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex venusta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex venusta Dewey var. minor Boeckeler,Carex venusta Dewey var. minor Boeckeler,Carex venusta Dewey var. minor Boeckeler,Plantae Carex Carex venusta Dewey var. minor Boeckeler,FORCE_ACCEPTED
Carex venusta Dewey var. venusta,Carex venusta Dewey var. venusta,Carex venusta Dewey var. venusta,Plantae Carex Carex venusta Dewey var. venusta,FORCE_ACCEPTED
Carex verrucosa Muhl.,Carex verrucosa,Carex verrucosa Muhl.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex verrucosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex vestita Willd.,Carex vestita,Carex vestita Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex vestita,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex virescens Muhl. ex Willd.,Carex virescens,Carex virescens Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex virescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex vulpinoidea Michx.,Carex vulpinoidea,Carex vulpinoidea Michx.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex vulpinoidea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex vulpinoidea Michx. var. vulpinoidea,Carex vulpinoidea,Carex vulpinoidea Michx. var. vulpinoidea,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex vulpinoidea,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Carex willdenowii Schkuhr ex Willd.,Carex willdenowii,Carex willdenowii Schkuhr ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex willdenowii,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carex woodii Dewey,Carex woodii,Carex woodii Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex woodii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex ×aestivaliformis Mack. [aestivalis × gracillima],Carex aestivaliformis,Carex ×aestivaliformis Mack. [aestivalis × gracillima],Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex aestivaliformis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex ×sullivantii Boott [gracillima × hirtifolia],Carex sullivantii,Carex ×sullivantii Boott [gracillima × hirtifolia],Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex sullivantii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carphephorus Cass.,Carphephorus Cass.,Carphephorus Cass.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Carphephorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carphephorus bellidifolius (Michx.) Torr. & A. Gray,Carphephorus bellidifolius,Carphephorus bellidifolius (Michx.) Torr. & A. Gray,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Carphephorus Carphephorus bellidifolius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carphephorus tomentosus (Michx.) Torr. & A. Gray,Carphephorus tomentosus,Carphephorus tomentosus (Michx.) Torr. & A. Gray,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Carphephorus Carphephorus tomentosus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carpinus L.,Carpinus L.,Carpinus L.,Plantae Tracheophyta Magnoliopsida Fagales Betulaceae Carpinus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carpinus caroliniana Walter,Carpinus caroliniana,Carpinus caroliniana Walter,Plantae Tracheophyta Magnoliopsida Fagales Betulaceae Carpinus Carpinus caroliniana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carpinus caroliniana Walter ssp. caroliniana,Carpinus caroliniana,Carpinus caroliniana Walter ssp. caroliniana,Plantae Tracheophyta Magnoliopsida Fagales Betulaceae Carpinus Carpinus caroliniana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow,Carpinus caroliniana,Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow,Plantae Tracheophyta Magnoliopsida Fagales Betulaceae Carpinus Carpinus caroliniana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carum L.,Carum L.,Carum L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Carum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carum carvi L.,Carum carvi,Carum carvi L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Carum Carum carvi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carya Nutt.,Carya Nutt.,Carya Nutt.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carya aquatica (Michx. f.) Nutt.,Carya aquatica,Carya aquatica (Michx. f.) Nutt.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya aquatica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carya carolinae-septentrionalis (Ashe) Engl. & Graebn.,Carya carolinae-septentrionalis,Carya carolinae-septentrionalis (Ashe) Engl. & Graebn.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya carolinae-septentrionalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carya cordiformis (Wangenh.) K. Koch,Carya cordiformis,Carya cordiformis (Wangenh.) K. Koch,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya cordiformis,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carya glabra (Mill.) Sweet,Carya glabra,Carya glabra (Mill.) Sweet,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya glabra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carya illinoinensis (Wangenh.) K. Koch,Carya illinoinensis,Carya illinoinensis (Wangenh.) K. Koch,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya illinoinensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carya laciniosa (Michx. f.) G. Don,Carya laciniosa,Carya laciniosa (Michx. f.) G. Don,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya laciniosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carya ovalis (Wangenh.) Sarg.,Carya ovalis,Carya ovalis (Wangenh.) Sarg.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya ovalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carya ovata (Mill.) K. Koch,Carya ovata,Carya ovata (Mill.) K. Koch,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya ovata,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carya pallida (Ashe) Engl. & Graebn.,Carya pallida,Carya pallida (Ashe) Engl. & Graebn.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya pallida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carya tomentosa (Lam.) Nutt.,Carya alba,Carya tomentosa (Lam.) Nutt.,Plantae Tracheophyta Magnoliopsida Fagales Juglandaceae Carya Carya alba,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Castanea Mill.,Castanea Mill.,Castanea Mill.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Castanea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Castanea dentata (Marshall) Borkh.,Castanea dentata,Castanea dentata (Marshall) Borkh.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Castanea Castanea dentata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Castanea mollissima Blume,Castanea mollissima,Castanea mollissima Blume,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Castanea Castanea mollissima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Castanea pumila (L.) Mill.,Castanea pumila,Castanea pumila (L.) Mill.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Castanea Castanea pumila,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Castanea pumila (L.) Mill. var. pumila,Castanea pumila (L.) Mill. var. pumila,Castanea pumila (L.) Mill. var. pumila,Plantae Castanea Castanea pumila (L.) Mill. var. pumila,FORCE_ACCEPTED
Castanea ×neglecta Dode (pro sp.) [dentata × pumila],Castanea neglecta,Castanea ×neglecta Dode (pro sp.) [dentata × pumila],Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Castanea Castanea neglecta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Castilleja Mutis ex L. f.,Castilleja Mutis ex L. f.,Castilleja Mutis ex L. f.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Castilleja,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Castilleja coccinea (L.) Spreng.,Castilleja coccinea,Castilleja coccinea (L.) Spreng.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Castilleja Castilleja coccinea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Catalpa Scop.,Catalpa Scop.,Catalpa Scop.,Plantae Tracheophyta Magnoliopsida Lamiales Bignoniaceae Catalpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Catalpa bignonioides Walter,Catalpa bignonioides,Catalpa bignonioides Walter,Plantae Tracheophyta Magnoliopsida Lamiales Bignoniaceae Catalpa Catalpa bignonioides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Catalpa speciosa (Warder) Warder ex Engelm.,Catalpa speciosa,Catalpa speciosa (Warder) Warder ex Engelm.,Plantae Tracheophyta Magnoliopsida Lamiales Bignoniaceae Catalpa Catalpa speciosa,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Caulophyllum Michx.,Caulophyllum Michx.,Caulophyllum Michx.,Plantae Tracheophyta Magnoliopsida Ranunculales Berberidaceae Caulophyllum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Caulophyllum giganteum (Farw.) Loconte & Blackwell,Caulophyllum giganteum,Caulophyllum giganteum (Farw.) Loconte & Blackwell,Plantae Tracheophyta Magnoliopsida Ranunculales Berberidaceae Caulophyllum Caulophyllum giganteum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Caulophyllum thalictroides (L.) Michx.,Caulophyllum thalictroides,Caulophyllum thalictroides (L.) Michx.,Plantae Tracheophyta Magnoliopsida Ranunculales Berberidaceae Caulophyllum Caulophyllum thalictroides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Ceanothus L.,Ceanothus L.,Ceanothus L.,Plantae Tracheophyta Magnoliopsida Rosales Rhamnaceae Ceanothus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Ceanothus americanus L.,Ceanothus americanus,Ceanothus americanus L.,Plantae Tracheophyta Magnoliopsida Rosales Rhamnaceae Ceanothus Ceanothus americanus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ceanothus herbaceus Raf.,Ceanothus herbaceus,Ceanothus herbaceus Raf.,Plantae Tracheophyta Magnoliopsida Rosales Rhamnaceae Ceanothus Ceanothus herbaceus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Celastrus L.,Celastrus L.,Celastrus L.,Plantae Tracheophyta Magnoliopsida Celastrales Celastraceae Celastrus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Celastrus orbiculatus Thunb.,Celastrus orbiculatus,Celastrus orbiculatus Thunb.,Plantae Tracheophyta Magnoliopsida Celastrales Celastraceae Celastrus Celastrus orbiculatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Celastrus scandens L.,Celastrus scandens,Celastrus scandens L.,Plantae Tracheophyta Magnoliopsida Celastrales Celastraceae Celastrus Celastrus scandens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Celosia L.,Celosia L.,Celosia L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Celosia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Celosia argentea L.,Celosia argentea,Celosia argentea L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Celosia Celosia argentea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Celtis L.,Celtis L.,Celtis L.,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Celtis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Celtis laevigata Willd.,Celtis laevigata,Celtis laevigata Willd.,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Celtis Celtis laevigata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Celtis laevigata Willd. var. laevigata,Celtis laevigata Willd. var. laevigata,Celtis laevigata Willd. var. laevigata,Plantae Celtis Celtis laevigata Willd. var. laevigata,FORCE_ACCEPTED
Celtis laevigata Willd. var. smallii (Beadle) Sarg.,Celtis laevigata Willd. var. smallii (Beadle) Sarg.,Celtis laevigata Willd. var. smallii (Beadle) Sarg.,Plantae Celtis Celtis laevigata Willd. var. smallii (Beadle) Sarg.,FORCE_ACCEPTED
Celtis occidentalis L.,Celtis occidentalis,Celtis occidentalis L.,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Celtis Celtis occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Celtis pumila Pursh,Celtis occidentalis,Celtis pumila Pursh,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Celtis Celtis occidentalis,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Cenchrus L.,Cenchrus L.,Cenchrus L.,Plantae Tracheophyta Liliopsida Poales Poaceae Cenchrus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cenchrus echinatus L.,Cenchrus echinatus,Cenchrus echinatus L.,Plantae Tracheophyta Liliopsida Poales Poaceae Cenchrus Cenchrus echinatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cenchrus longispinus (Hack.) Fernald,Cenchrus longispinus,Cenchrus longispinus (Hack.) Fernald,Plantae Tracheophyta Liliopsida Poales Poaceae Cenchrus Cenchrus longispinus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
