label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Phleum pratense L.,Phleum pratense,Phleum pratense L.,Plantae Tracheophyta Liliopsida Poales Poaceae Phleum Phleum pratense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Phryma leptostachya L.,Phryma leptostachya,Phryma leptostachya L.,Plantae Tracheophyta Magnoliopsida Lamiales Phrymaceae Phryma Phryma leptostachya,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Pilea pumila (L.) A. Gray,Pilea pumila,Pilea pumila (L.) A. Gray,Plantae Tracheophyta Magnoliopsida Rosales Urticaceae Pilea Pilea pumila,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Plantago lanceolata L.,Plantago lanceolata,Plantago lanceolata L.,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Plantago Plantago lanceolata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Podophyllum peltatum L.,Podophyllum peltatum,Podophyllum peltatum L.,Plantae Tracheophyta Magnoliopsida Ranunculales Berberidaceae Podophyllum Podophyllum peltatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Polygonatum biflorum (Walter) Elliott,Polygonatum biflorum,Polygonatum biflorum (Walter) Elliott,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Polygonatum Polygonatum biflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Polygonum perfoliatum L.,Persicaria perfoliata,Polygonum perfoliatum L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Polygonaceae Persicaria Persicaria perfoliata,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Polygonum sagittatum L.,Polygonum sagittatum,Polygonum sagittatum L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Polygonaceae Polygonum Polygonum sagittatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Polygonum virginianum L.,Persicaria virginiana,Polygonum virginianum L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Polygonaceae Persicaria Persicaria virginiana,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Polystichum acrostichoides (Michx.) Schott,Polystichum acrostichoides,Polystichum acrostichoides (Michx.) Schott,Plantae Tracheophyta Polypodiopsida Polypodiales Dryopteridaceae Polystichum Polystichum acrostichoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Potentilla recta L.,Potentilla recta,Potentilla recta L.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Potentilla Potentilla recta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Prenanthes altissima L.,Prenanthes altissima L.,Prenanthes altissima L.,Plantae Prenanthes Prenanthes altissima L.,FORCE_ACCEPTED
Prunella vulgaris L.,Prunella vulgaris,Prunella vulgaris L.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Prunella Prunella vulgaris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Prunus avium (L.) L.,Prunus avium,Prunus avium (L.) L.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Prunus Prunus avium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Quercus alba L.,Quercus alba,Quercus alba L.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Quercus Quercus alba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Quercus montana Willd.,Quercus montana,Quercus montana Willd.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Quercus Quercus montana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Quercus rubra L.,Quercus rubra,Quercus rubra L.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Quercus Quercus rubra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Quercus velutina Lam.,Quercus velutina,Quercus velutina Lam.,Plantae Tracheophyta Magnoliopsida Fagales Fagaceae Quercus Quercus velutina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ranunculus abortivus L.,Ranunculus abortivus,Ranunculus abortivus L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Ranunculus Ranunculus abortivus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Robinia pseudoacacia L.,Robinia pseudoacacia,Robinia pseudoacacia L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Robinia Robinia pseudoacacia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Rosa multiflora Thunb.,Rosa multiflora,Rosa multiflora Thunb.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Rosa Rosa multiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Rubus allegheniensis Porter,Rubus allegheniensis,Rubus allegheniensis Porter,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Rubus Rubus allegheniensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Rubus flagellaris Willd.,Rubus flagellaris,Rubus flagellaris Willd.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Rubus Rubus flagellaris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Rubus phoenicolasius Maxim.,Rubus phoenicolasius,Rubus phoenicolasius Maxim.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Rubus Rubus phoenicolasius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Rumex acetosella L.,Rumex acetosella,Rumex acetosella L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Polygonaceae Rumex Rumex acetosella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Sanguinaria canadensis L.,Sanguinaria canadensis,Sanguinaria canadensis L.,Plantae Tracheophyta Magnoliopsida Ranunculales Papaveraceae Sanguinaria Sanguinaria canadensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Sanicula canadensis L.,Sanicula canadensis,Sanicula canadensis L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Sanicula Sanicula canadensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Sassafras albidum (Nutt.) Nees,Sassafras albidum,Sassafras albidum (Nutt.) Nees,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Sassafras Sassafras albidum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
"Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.","Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.","Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.","Plantae Schedonorus Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.",FORCE_ACCEPTED
Scutellaria serrata Andrews,Scutellaria serrata,Scutellaria serrata Andrews,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Scutellaria Scutellaria serrata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Silene antirrhina L.,Silene antirrhina,Silene antirrhina L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Silene Silene antirrhina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Silene latifolia Poir.,Silene latifolia,Silene latifolia Poir.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Silene Silene latifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Silene vulgaris (Moench) Garcke,Silene vulgaris,Silene vulgaris (Moench) Garcke,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Silene Silene vulgaris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Smilax rotundifolia L.,Smilax rotundifolia,Smilax rotundifolia L.,Plantae Tracheophyta Liliopsida Liliales Smilacaceae Smilax Smilax rotundifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Smilax tamnoides L.,Smilax tamnoides,Smilax tamnoides L.,Plantae Tracheophyta Liliopsida Liliales Smilacaceae Smilax Smilax tamnoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Solidago altissima L.,Solidago altissima,Solidago altissima L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Solidago Solidago altissima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Solidago curtisii Torr. & A. Gray,Solidago curtisii,Solidago curtisii Torr. & A. Gray,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Solidago Solidago curtisii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Stellaria media (L.) Vill.,Stellaria media,Stellaria media (L.) Vill.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Stellaria Stellaria media,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Stellaria pubera Michx.,Stellaria pubera,Stellaria pubera Michx.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Stellaria Stellaria pubera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Symphoricarpos orbiculatus Moench,Symphoricarpos orbiculatus,Symphoricarpos orbiculatus Moench,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Symphoricarpos Symphoricarpos orbiculatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Teucrium canadense L.,Teucrium canadense,Teucrium canadense L.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Teucrium Teucrium canadense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Thalictrum thalictroides (L.) Eames & B. Boivin,Thalictrum thalictroides,Thalictrum thalictroides (L.) Eames & B. Boivin,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Thalictrum Thalictrum thalictroides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Thelypteris noveboracensis (L.) Nieuwl.,Amauropelta noveboracensis,Thelypteris noveboracensis (L.) Nieuwl.,Plantae Tracheophyta Polypodiopsida Polypodiales Thelypteridaceae Amauropelta Amauropelta noveboracensis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Toxicodendron radicans (L.) Kuntze,Toxicodendron radicans,Toxicodendron radicans (L.) Kuntze,Plantae Tracheophyta Magnoliopsida Sapindales Anacardiaceae Toxicodendron Toxicodendron radicans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Tragopogon dubius Scop.,Tragopogon dubius,Tragopogon dubius Scop.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Tragopogon Tragopogon dubius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Trifolium arvense L.,Trifolium arvense,Trifolium arvense L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Trifolium Trifolium arvense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Trifolium campestre Schreb.,Trifolium campestre,Trifolium campestre Schreb.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Trifolium Trifolium campestre,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Trifolium pratense L.,Trifolium pratense,Trifolium pratense L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Trifolium Trifolium pratense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Uvularia perfoliata L.,Uvularia perfoliata,Uvularia perfoliata L.,Plantae Tracheophyta Liliopsida Liliales Colchicaceae Uvularia Uvularia perfoliata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Verbascum thapsus L.,Verbascum thapsus L.,Verbascum thapsus L.,Plantae Verbascum Verbascum thapsus L.,FAILED_FORCED_INPUT
Verbesina alternifolia (L.) Britton ex Kearney,Verbesina alternifolia,Verbesina alternifolia (L.) Britton ex Kearney,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Verbesina Verbesina alternifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Verbesina occidentalis (L.) Walter,Verbesina occidentalis,Verbesina occidentalis (L.) Walter,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Verbesina Verbesina occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Veronica hederifolia L.,Veronica hederifolia,Veronica hederifolia L.,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Veronica Veronica hederifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Viburnum prunifolium L.,Viburnum prunifolium,Viburnum prunifolium L.,Plantae Tracheophyta Magnoliopsida Dipsacales Viburnaceae Viburnum Viburnum prunifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Vicia sativa L.,Vicia sativa,Vicia sativa L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Vicia Vicia sativa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Vicia tetrasperma (L.) Schreb.,Vicia tetrasperma,Vicia tetrasperma (L.) Schreb.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Vicia Vicia tetrasperma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
