label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Cyclachaena Fresen.,Cyclachaena ,Cyclachaena Fresen.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cyclachaena,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cyclachaena xanthiifolia (Nutt.) Fresen.,Cyclachaena xanthiifolia,Cyclachaena xanthiifolia (Nutt.) Fresen.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cyclachaena xanthiifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyclanthera Schrad.,Cyclanthera ,Cyclanthera Schrad.,Plantae Tracheophyta Magnoliopsida Cucurbitales Cucurbitaceae Cyclanthera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyclanthera naudiniana Cogn.,Cyclanthera naudiniana,Cyclanthera naudiniana Cogn.,Plantae Tracheophyta Magnoliopsida Cucurbitales Cucurbitaceae Cyclanthera naudiniana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cycloloma Moq.,Dysphania ,Cycloloma Moq.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Dysphania,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Cycloloma atriplicifolium (Spreng.) J.M. Coult.,Dysphania atriplicifolia,Cycloloma atriplicifolium (Spreng.) J.M. Coult.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Dysphania atriplicifolia,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cylindropuntia (Engelm.) Kreuzinger,Cylindropuntia ,Cylindropuntia (Engelm.) Kreuzinger,Plantae Tracheophyta Magnoliopsida Caryophyllales Cactaceae Cylindropuntia,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Cylindropuntia imbricata (Haw.) F.M. Knuth,Cylindropuntia imbricata,Cylindropuntia imbricata (Haw.) F.M. Knuth,Plantae Tracheophyta Magnoliopsida Caryophyllales Cactaceae Cylindropuntia imbricata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cylindropuntia whipplei (Engelm. & J.M. Bigelow) F.M. Knuth,Cylindropuntia whipplei,Cylindropuntia whipplei (Engelm. & J.M. Bigelow) F.M. Knuth,Plantae Tracheophyta Magnoliopsida Caryophyllales Cactaceae Cylindropuntia whipplei,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Cymbalaria Hill,Cymbalaria ,Cymbalaria Hill,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Cymbalaria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
"Cymbalaria muralis G. Gaertn., B. Mey. & Scherb.",Cymbalaria muralis,"Cymbalaria muralis G. Gaertn., B. Mey. & Scherb.",Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Cymbalaria muralis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cymopterus Raf.,Cymopterus ,Cymopterus Raf.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cymopterus acaulis (Pursh) Raf.,Cymopterus glomeratus,Cymopterus acaulis (Pursh) Raf.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus glomeratus,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Cymopterus bulbosus A. Nelson,Vesper bulbosus,Cymopterus bulbosus A. Nelson,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Vesper bulbosus,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cymopterus constancei R.L. Hartm.,Vesper constancei,Cymopterus constancei R.L. Hartm.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Vesper constancei,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cymopterus duchesnensis M.E. Jones,Aulospermum duchesnense,Cymopterus duchesnensis M.E. Jones,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Aulospermum duchesnense,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cymopterus longipes S. Watson,Aulospermum longipes,Cymopterus longipes S. Watson,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Aulospermum longipes,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cymopterus montanus Nutt. ex Torr. & A. Gray,Cymopterus montanus,Cymopterus montanus Nutt. ex Torr. & A. Gray,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus montanus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cymopterus planosus (Osterh.) Mathias,Lomatium planosum,Cymopterus planosus (Osterh.) Mathias,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Lomatium planosum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cymopterus purpurascens (A. Gray) M.E. Jones,Vesper purpurascens,Cymopterus purpurascens (A. Gray) M.E. Jones,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Vesper purpurascens,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cymopterus purpureus S. Watson,Aulospermum purpureum,Cymopterus purpureus S. Watson,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Aulospermum purpureum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cynodon Rich.,Cynodon ,Cynodon Rich.,Plantae Tracheophyta Liliopsida Poales Poaceae Cynodon,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cynodon dactylon (L.) Pers.,Cynodon dactylon,Cynodon dactylon (L.) Pers.,Plantae Tracheophyta Liliopsida Poales Poaceae Cynodon dactylon,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cynoglossum L.,Cynoglossum ,Cynoglossum L.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cynoglossum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cynoglossum officinale L.,Cynoglossum officinale,Cynoglossum officinale L.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cynoglossum officinale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cynosurus L.,Cynosurus ,Cynosurus L.,Plantae Tracheophyta Liliopsida Poales Poaceae Cynosurus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cynosurus cristatus L.,Cynosurus cristatus,Cynosurus cristatus L.,Plantae Tracheophyta Liliopsida Poales Poaceae Cynosurus cristatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus L.,Cyperus ,Cyperus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus acuminatus Torr. & Hook. ex Torr.,Cyperus acuminatus,Cyperus acuminatus Torr. & Hook. ex Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus acuminatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cyperus bipartitus Torr.,Cyperus bipartitus,Cyperus bipartitus Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus bipartitus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus esculentus L.,Cyperus esculentus,Cyperus esculentus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus esculentus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus fendlerianus Boeckeler,Cyperus fendlerianus,Cyperus fendlerianus Boeckeler,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus fendlerianus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus lupulinus (Spreng.) Marcks,Cyperus lupulinus,Cyperus lupulinus (Spreng.) Marcks,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus lupulinus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus odoratus L.,Cyperus odoratus,Cyperus odoratus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus odoratus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus schweinitzii Torr.,Cyperus schweinitzii,Cyperus schweinitzii Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus schweinitzii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus squarrosus L.,Cyperus squarrosus,Cyperus squarrosus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus squarrosus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cypripedium L.,Cypripedium ,Cypripedium L.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cypripedium fasciculatum Kellogg ex S. Watson,Cypripedium fasciculatum,Cypripedium fasciculatum Kellogg ex S. Watson,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium fasciculatum,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Cypripedium parviflorum Salisb.,Cypripedium parviflorum,Cypripedium parviflorum Salisb.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium parviflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cystopteris Bernh.,Cystopteris ,Cystopteris Bernh.,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis,Cystopteris fragilis (L.) Bernh.,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris fragilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cystopteris montana (Lam.) Bernh. ex Desv.,Cystopteris montana,Cystopteris montana (Lam.) Bernh. ex Desv.,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris montana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cystopteris reevesiana Lellinger,Cystopteris reevesiana,Cystopteris reevesiana Lellinger,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris reevesiana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cystopteris tenuis (Michx.) Desv.,Cystopteris tenuis,Cystopteris tenuis (Michx.) Desv.,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris tenuis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cystopteris utahensis Windham & Haufler,Cystopteris utahensis,Cystopteris utahensis Windham & Haufler,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris utahensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dactylis L.,Dactylis ,Dactylis L.,Plantae Tracheophyta Liliopsida Poales Poaceae Dactylis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dactylis glomerata L.,Dactylis glomerata,Dactylis glomerata L.,Plantae Tracheophyta Liliopsida Poales Poaceae Dactylis glomerata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dactyloctenium Willd.,Dactyloctenium ,Dactyloctenium Willd.,Plantae Tracheophyta Liliopsida Poales Poaceae Dactyloctenium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dactyloctenium aegyptium (L.) Willd.,Dactyloctenium aegyptium,Dactyloctenium aegyptium (L.) Willd.,Plantae Tracheophyta Liliopsida Poales Poaceae Dactyloctenium aegyptium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dactylorhiza Neck. ex Nevski,Dactylorhiza ,Dactylorhiza Neck. ex Nevski,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Dactylorhiza,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
"Dactylorhiza viridis (L.) R.M. Bateman, A.M. Pridgeon & M.W. Chase",Dactylorhiza viridis,"Dactylorhiza viridis (L.) R.M. Bateman, A.M. Pridgeon & M.W. Chase",Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Dactylorhiza viridis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dalea L.,Dalea ,Dalea L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dalea aurea Nutt. ex Pursh,Dalea aurea,Dalea aurea Nutt. ex Pursh,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea aurea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dalea candida Michx. ex Willd.,Dalea candida,Dalea candida Michx. ex Willd.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea candida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dalea cylindriceps Barneby,Dalea cylindriceps,Dalea cylindriceps Barneby,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea cylindriceps,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dalea enneandra Nutt.,Dalea enneandra,Dalea enneandra Nutt.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea enneandra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dalea formosa Torr.,Dalea formosa,Dalea formosa Torr.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea formosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dalea jamesii (Torr.) Torr. & A. Gray,Dalea jamesii,Dalea jamesii (Torr.) Torr. & A. Gray,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea jamesii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dalea lanata Spreng.,Dalea lanata,Dalea lanata Spreng.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea lanata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dalea leporina (Aiton) Bullock,Dalea leporina,Dalea leporina (Aiton) Bullock,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea leporina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dalea multiflora (Nutt.) Shinners,Dalea multiflora,Dalea multiflora (Nutt.) Shinners,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea multiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dalea nana Torr. ex A. Gray,Dalea nana,Dalea nana Torr. ex A. Gray,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea nana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dalea purpurea Vent.,Dalea purpurea,Dalea purpurea Vent.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea purpurea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dalea tenuifolia (A. Gray) Shinners,Dalea tenuifolia,Dalea tenuifolia (A. Gray) Shinners,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea tenuifolia,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Dalea villosa (Nutt.) Spreng.,Dalea villosa,Dalea villosa (Nutt.) Spreng.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea villosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Danthonia DC.,Danthonia ,Danthonia DC.,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Danthonia californica Bol.,Danthonia californica,Danthonia californica Bol.,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia californica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Danthonia intermedia Vasey,Danthonia intermedia,Danthonia intermedia Vasey,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia intermedia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Danthonia parryi Scribn.,Danthonia parryi,Danthonia parryi Scribn.,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia parryi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,Danthonia spicata,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Danthonia unispicata (Thurb.) Munro ex Macoun,Danthonia unispicata,Danthonia unispicata (Thurb.) Munro ex Macoun,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia unispicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dasiphora Raf.,Dasiphora ,Dasiphora Raf.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Dasiphora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dasiphora fruticosa (L.) Rydb.,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Dasiphora fruticosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dasyochloa Willd. ex Rydb.,Dasyochloa ,Dasyochloa Willd. ex Rydb.,Plantae Tracheophyta Liliopsida Poales Poaceae Dasyochloa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dasyochloa pulchella (Kunth) Willd. ex Rydb.,Dasyochloa pulchella,Dasyochloa pulchella (Kunth) Willd. ex Rydb.,Plantae Tracheophyta Liliopsida Poales Poaceae Dasyochloa pulchella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Datura L.,Datura ,Datura L.,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Datura,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Datura stramonium L.,Datura stramonium,Datura stramonium L.,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Datura stramonium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Datura wrightii Regel,Datura wrightii,Datura wrightii Regel,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Datura wrightii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Daucus L.,Daucus ,Daucus L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Daucus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Daucus carota L.,Daucus carota,Daucus carota L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Daucus carota,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Delphinium L.,Delphinium ,Delphinium L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium alpestre Rydb.,Delphinium alpestre,Delphinium alpestre Rydb.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium alpestre,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium barbeyi (Huth) Huth,Delphinium barbeyi,Delphinium barbeyi (Huth) Huth,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium barbeyi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium carolinianum Walter,Delphinium carolinianum,Delphinium carolinianum Walter,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium carolinianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium geyeri Greene,Delphinium geyeri,Delphinium geyeri Greene,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium geyeri,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium glaucum S. Watson,Delphinium glaucum,Delphinium glaucum S. Watson,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium glaucum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium nuttallianum Pritz. ex Walp.,Delphinium nuttallianum,Delphinium nuttallianum Pritz. ex Walp.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium nuttallianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Delphinium ramosum Rydb.,Delphinium ramosum,Delphinium ramosum Rydb.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium ramosum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium robustum Rydb.,Delphinium robustum,Delphinium robustum Rydb.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium robustum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium scaposum Greene,Delphinium scaposum,Delphinium scaposum Greene,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium scaposum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Delphinium wootonii Rydb.,Delphinium wootonii,Delphinium wootonii Rydb.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium wootonii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium ×occidentale (S. Watson) S. Watson (pro sp.) [barbeyi × glaucum],Delphinium occidentale,Delphinium ×occidentale (S. Watson) S. Watson (pro sp.) [barbeyi × glaucum],Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium occidentale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Plantae Tracheophyta Liliopsida Poales Poaceae Deschampsia cespitosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Descurainia Webb & Bethel.,Descurainia ,Descurainia Webb & Bethel.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Descurainia californica (A. Gray) O.E. Schulz,Descurainia californica,Descurainia californica (A. Gray) O.E. Schulz,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia californica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn,Descurainia incana,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia incana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. viscosa (Rydb.) Kartesz & Gandhi,Descurainia incisa,Descurainia incana (Bernh. ex Fisch. & C.A. Mey.) Dorn ssp. viscosa (Rydb.) Kartesz & Gandhi,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia incisa,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Descurainia pinnata (Walter) Britton,Descurainia pinnata,Descurainia pinnata (Walter) Britton,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia pinnata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Descurainia pinnata (Walter) Britton ssp. filipes (A. Gray) Detling,Descurainia longipedicellata,Descurainia pinnata (Walter) Britton ssp. filipes (A. Gray) Detling,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia longipedicellata,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Descurainia pinnata (Walter) Britton ssp. nelsonii (Rydb.) Detling,Descurainia nelsonii,Descurainia pinnata (Walter) Britton ssp. nelsonii (Rydb.) Detling,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia nelsonii,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Descurainia sophia (L.) Webb ex Prantl,Descurainia sophia,Descurainia sophia (L.) Webb ex Prantl,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia sophia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Desmanthus Willd.,Desmanthus ,Desmanthus Willd.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmanthus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Desmanthus cooleyi (Eaton) Trel.,Desmanthus cooleyi,Desmanthus cooleyi (Eaton) Trel.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmanthus cooleyi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald,Desmanthus illinoensis,Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmanthus illinoensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Desmodium Desv.,Desmodium ,Desmodium Desv.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Desmodium obtusum (Muhl. ex Willd.) DC.,Desmodium obtusum,Desmodium obtusum (Muhl. ex Willd.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium obtusum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dianthus L.,Dianthus ,Dianthus L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Dianthus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dianthus armeria L.,Dianthus armeria,Dianthus armeria L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Dianthus armeria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
