label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Botrychium virginianum (L.) Sw.,Botrychium virginianum,Botrychium virginianum (L.) Sw.,Plantae Tracheophyta Polypodiopsida Ophioglossales Ophioglossaceae Botrychium virginianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.,Brachyelytrum erectum,Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.,Plantae Tracheophyta Liliopsida Poales Poaceae Brachyelytrum erectum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Brassica sp.,Brassica ,Brassica sp.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Brassica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Bromus arvensis L.,Bromus arvensis,Bromus arvensis L.,Plantae Tracheophyta Liliopsida Poales Poaceae Bromus arvensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Bromus inermis Leyss.,Bromus inermis,Bromus inermis Leyss.,Plantae Tracheophyta Liliopsida Poales Poaceae Bromus inermis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Bromus pubescens Muhl. ex Willd.,Bromus pubescens,Bromus pubescens Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Poales Poaceae Bromus pubescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Bromus sp.,Bromus ,Bromus sp.,Plantae Tracheophyta Liliopsida Poales Poaceae Bromus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Bromus sterilis L.,Bromus sterilis,Bromus sterilis L.,Plantae Tracheophyta Liliopsida Poales Poaceae Bromus sterilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Broussonetia papyrifera (L.) L'Hér. ex Vent.,Broussonetia papyrifera,Broussonetia papyrifera (L.) L'Hér. ex Vent.,Plantae Tracheophyta Magnoliopsida Rosales Moraceae Broussonetia papyrifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Calystegia sepium (L.) R. Br.,Calystegia sepium,Calystegia sepium (L.) R. Br.,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Calystegia sepium,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
