label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Cyperus L.,Cyperus ,Cyperus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus acuminatus Torr. & Hook. ex Torr.,Cyperus acuminatus,Cyperus acuminatus Torr. & Hook. ex Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus acuminatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cyperus bipartitus Torr.,Cyperus bipartitus,Cyperus bipartitus Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus bipartitus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus compressus L.,Cyperus compressus,Cyperus compressus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus compressus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus croceus Vahl,Cyperus croceus,Cyperus croceus Vahl,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus croceus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus dentatus Torr.,Cyperus dentatus,Cyperus dentatus Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus dentatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus diandrus Torr.,Cyperus diandrus,Cyperus diandrus Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus diandrus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cyperus difformis L.,Cyperus difformis,Cyperus difformis L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus difformis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus echinatus (L.) Alph. Wood,Cyperus echinatus,Cyperus echinatus (L.) Alph. Wood,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus echinatus,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Cyperus esculentus L.,Cyperus esculentus,Cyperus esculentus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus esculentus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus filicinus Vahl,Cyperus filicinus,Cyperus filicinus Vahl,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus filicinus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus flavescens L.,Cyperus flavescens,Cyperus flavescens L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus flavescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus flavicomus Michx.,Cyperus flavicomus,Cyperus flavicomus Michx.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus flavicomus,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Cyperus fuscus L.,Cyperus fuscus,Cyperus fuscus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus fuscus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus granitophilus McVaugh,Cyperus granitophilus,Cyperus granitophilus McVaugh,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus granitophilus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus grayi Torr.,Cyperus grayi,Cyperus grayi Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus grayi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus haspan L.,Cyperus haspan,Cyperus haspan L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus haspan,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus houghtonii Torr.,Cyperus houghtonii,Cyperus houghtonii Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus houghtonii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus hystricinus Fernald,Cyperus hystricinus,Cyperus hystricinus Fernald,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus hystricinus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus iria L.,Cyperus iria,Cyperus iria L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus iria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus lancastriensis Porter ex A. Gray,Cyperus lancastriensis,Cyperus lancastriensis Porter ex A. Gray,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus lancastriensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus lupulinus (Spreng.) Marcks,Cyperus lupulinus,Cyperus lupulinus (Spreng.) Marcks,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus lupulinus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus odoratus L.,Cyperus odoratus,Cyperus odoratus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus odoratus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus plukenetii Fernald,Cyperus plukenetii,Cyperus plukenetii Fernald,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus plukenetii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus pseudovegetus Steud.,Cyperus pseudovegetus,Cyperus pseudovegetus Steud.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus pseudovegetus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyperus refractus Engelm. ex Boeckeler,Cyperus refractus,Cyperus refractus Engelm. ex Boeckeler,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus refractus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cyperus retrofractus (L.) Torr.,Cyperus retrofractus,Cyperus retrofractus (L.) Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus retrofractus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus retrorsus Chapm.,Cyperus retrorsus,Cyperus retrorsus Chapm.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus retrorsus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus rotundus L.,Cyperus rotundus,Cyperus rotundus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus rotundus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus squarrosus L.,Cyperus squarrosus,Cyperus squarrosus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus squarrosus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus strigosus L.,Cyperus strigosus,Cyperus strigosus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus strigosus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cypripedium L.,Cypripedium ,Cypripedium L.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cypripedium acaule Aiton,Cypripedium acaule,Cypripedium acaule Aiton,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium acaule,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cypripedium candidum Muhl. ex Willd.,Cypripedium candidum,Cypripedium candidum Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium candidum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cypripedium kentuckiense C.F. Reed,Cypripedium kentuckiense,Cypripedium kentuckiense C.F. Reed,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium kentuckiense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cypripedium parviflorum Salisb.,Cypripedium parviflorum,Cypripedium parviflorum Salisb.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium parviflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cypripedium reginae Walter,Cypripedium reginae,Cypripedium reginae Walter,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium reginae,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyrilla racemiflora L.,Cyrilla racemiflora,Cyrilla racemiflora L.,Plantae Tracheophyta Magnoliopsida Ericales Cyrillaceae Cyrilla racemiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyrtomium C. Presl,Cyrtomium ,Cyrtomium C. Presl,Plantae Tracheophyta Polypodiopsida Polypodiales Dryopteridaceae Cyrtomium,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Cyrtomium falcatum (L. f.) C. Presl,Cyrtomium falcatum,Cyrtomium falcatum (L. f.) C. Presl,Plantae Tracheophyta Polypodiopsida Polypodiales Dryopteridaceae Cyrtomium falcatum,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Cystopteris Bernh.,Cystopteris ,Cystopteris Bernh.,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cystopteris bulbifera (L.) Bernh.,Cystopteris bulbifera,Cystopteris bulbifera (L.) Bernh.,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris bulbifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis,Cystopteris fragilis (L.) Bernh.,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris fragilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cystopteris protrusa (Weath.) Blasdell,Cystopteris protrusa,Cystopteris protrusa (Weath.) Blasdell,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris protrusa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cystopteris tennesseensis Shaver,Cystopteris tennesseensis,Cystopteris tennesseensis Shaver,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris tennesseensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cystopteris tenuis (Michx.) Desv.,Cystopteris tenuis,Cystopteris tenuis (Michx.) Desv.,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris tenuis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cytisus Desf.,Cytisus ,Cytisus Desf.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Cytisus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cytisus scoparius (L.) Link,Cytisus scoparius,Cytisus scoparius (L.) Link,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Cytisus scoparius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dactylis L.,Dactylis ,Dactylis L.,Plantae Tracheophyta Liliopsida Poales Poaceae Dactylis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dactylis glomerata L.,Dactylis glomerata,Dactylis glomerata L.,Plantae Tracheophyta Liliopsida Poales Poaceae Dactylis glomerata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dactyloctenium Willd.,Dactyloctenium ,Dactyloctenium Willd.,Plantae Tracheophyta Liliopsida Poales Poaceae Dactyloctenium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dactyloctenium aegyptium (L.) Willd.,Dactyloctenium aegyptium,Dactyloctenium aegyptium (L.) Willd.,Plantae Tracheophyta Liliopsida Poales Poaceae Dactyloctenium aegyptium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dactylorhiza Neck. ex Nevski,Dactylorhiza ,Dactylorhiza Neck. ex Nevski,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Dactylorhiza,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
"Dactylorhiza viridis (L.) R.M. Bateman, A.M. Pridgeon & M.W. Chase",Dactylorhiza viridis,"Dactylorhiza viridis (L.) R.M. Bateman, A.M. Pridgeon & M.W. Chase",Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Dactylorhiza viridis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dalea L.,Dalea ,Dalea L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dalea leporina (Aiton) Bullock,Dalea leporina,Dalea leporina (Aiton) Bullock,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea leporina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dalibarda L.,Dalibarda ,Dalibarda L.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Dalibarda,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dalibarda repens L.,Dalibarda repens,Dalibarda repens L.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Dalibarda repens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Danthonia DC.,Danthonia ,Danthonia DC.,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Danthonia compressa Austin,Danthonia compressa,Danthonia compressa Austin,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia compressa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Danthonia epilis Scribn.,Danthonia sericea,Danthonia epilis Scribn.,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia sericea,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,Danthonia spicata,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dasistoma Raf.,Dasistoma ,Dasistoma Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Dasistoma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dasistoma macrophylla (Nutt.) Raf.,Dasistoma macrophyllum,Dasistoma macrophylla (Nutt.) Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Dasistoma macrophyllum,FUZZY_MATCH_PRIMARY_SOURCE_ACCEPTED
Datura L.,Datura ,Datura L.,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Datura,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Datura stramonium L.,Datura stramonium,Datura stramonium L.,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Datura stramonium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Datura wrightii Regel,Datura wrightii,Datura wrightii Regel,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Datura wrightii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Daucus L.,Daucus ,Daucus L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Daucus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Daucus carota L.,Daucus carota,Daucus carota L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Daucus carota,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Daucus pusillus Michx.,Daucus pusillus,Daucus pusillus Michx.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Daucus pusillus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Decodon J.F. Gmel.,Decodon ,Decodon J.F. Gmel.,Plantae Tracheophyta Magnoliopsida Myrtales Lythraceae Decodon,MULTI_EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_HOMONYM
Decodon verticillatus (L.) Elliott,Decodon verticillatus,Decodon verticillatus (L.) Elliott,Plantae Tracheophyta Magnoliopsida Myrtales Lythraceae Decodon verticillatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Decumaria L.,Hydrangea ,Decumaria L.,Plantae Tracheophyta Magnoliopsida Cornales Hydrangeaceae Hydrangea,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Decumaria barbara L.,Hydrangea barbara,Decumaria barbara L.,Plantae Tracheophyta Magnoliopsida Cornales Hydrangeaceae Hydrangea barbara,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Delphinium L.,Delphinium ,Delphinium L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium exaltatum Aiton,Delphinium exaltatum,Delphinium exaltatum Aiton,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium exaltatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Delphinium tricorne Michx.,Delphinium tricorne,Delphinium tricorne Michx.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium tricorne,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dennstaedtia Bernh.,Dennstaedtia ,Dennstaedtia Bernh.,Plantae Tracheophyta Polypodiopsida Polypodiales Dennstaedtiaceae Dennstaedtia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dennstaedtia punctilobula (Michx.) T. Moore,Sitobolium punctilobum,Dennstaedtia punctilobula (Michx.) T. Moore,Plantae Tracheophyta Polypodiopsida Polypodiales Dennstaedtiaceae Sitobolium punctilobum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Deparia Hook. & Grev.,Deparia ,Deparia Hook. & Grev.,Plantae Tracheophyta Polypodiopsida Polypodiales Athyriaceae Deparia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Deparia acrostichoides (Sw.) M. Kato,Deparia acrostichoides,Deparia acrostichoides (Sw.) M. Kato,Plantae Tracheophyta Polypodiopsida Polypodiales Athyriaceae Deparia acrostichoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Plantae Tracheophyta Liliopsida Poales Poaceae Deschampsia cespitosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Deschampsia flexuosa (L.) Trin.,Avenella flexuosa,Deschampsia flexuosa (L.) Trin.,Plantae Tracheophyta Liliopsida Poales Poaceae Avenella flexuosa,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Descurainia Webb & Bethel.,Descurainia ,Descurainia Webb & Bethel.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Descurainia pinnata (Walter) Britton,Descurainia pinnata,Descurainia pinnata (Walter) Britton,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia pinnata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Descurainia sophia (L.) Webb ex Prantl,Descurainia sophia,Descurainia sophia (L.) Webb ex Prantl,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia sophia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Desmanthus Willd.,Desmanthus ,Desmanthus Willd.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmanthus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald,Desmanthus illinoensis,Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmanthus illinoensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Desmodium Desv.,Desmodium ,Desmodium Desv.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Desmodium canadense (L.) DC.,Desmodium canadense,Desmodium canadense (L.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium canadense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium canescens (L.) DC.,Desmodium canescens,Desmodium canescens (L.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium canescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Desmodium ciliare (Muhl. ex Willd.) DC.,Desmodium ciliare,Desmodium ciliare (Muhl. ex Willd.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium ciliare,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don,Desmodium cuspidatum,Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium cuspidatum,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Desmodium fernaldii B.G. Schub.,Desmodium fernaldii,Desmodium fernaldii B.G. Schub.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium fernaldii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium glabellum (Michx.) DC.,Desmodium glabellum,Desmodium glabellum (Michx.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium glabellum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood,Hylodesmum glutinosum,Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Hylodesmum glutinosum,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Desmodium laevigatum (Nutt.) DC.,Desmodium laevigatum,Desmodium laevigatum (Nutt.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium laevigatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium lineatum DC.,Desmodium lineatum,Desmodium lineatum DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium lineatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Desmodium marilandicum (L.) DC.,Desmodium marilandicum,Desmodium marilandicum (L.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium marilandicum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Desmodium nudiflorum (L.) DC.,Hylodesmum nudiflorum,Desmodium nudiflorum (L.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Hylodesmum nudiflorum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Desmodium nuttallii (Schindl.) B.G. Schub.,Desmodium nuttallii,Desmodium nuttallii (Schindl.) B.G. Schub.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium nuttallii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium obtusum (Muhl. ex Willd.) DC.,Desmodium obtusum,Desmodium obtusum (Muhl. ex Willd.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium obtusum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium ochroleucum M.A. Curtis ex Canby,Desmodium ochroleucum,Desmodium ochroleucum M.A. Curtis ex Canby,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium ochroleucum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Desmodium paniculatum (L.) DC.,Desmodium paniculatum,Desmodium paniculatum (L.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium paniculatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium pauciflorum (Nutt.) DC.,Hylodesmum pauciflorum,Desmodium pauciflorum (Nutt.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Hylodesmum pauciflorum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Desmodium perplexum B.G. Schub.,Desmodium perplexum,Desmodium perplexum B.G. Schub.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium perplexum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium rotundifolium DC.,Desmodium rotundifolium,Desmodium rotundifolium DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium rotundifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Desmodium sessilifolium (Torr.) Torr. & A. Gray,Desmodium sessilifolium,Desmodium sessilifolium (Torr.) Torr. & A. Gray,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium sessilifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium strictum (Pursh) DC.,Desmodium strictum,Desmodium strictum (Pursh) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium strictum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium tenuifolium Torr. & A. Gray,Desmodium tenuifolium,Desmodium tenuifolium Torr. & A. Gray,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium tenuifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Desmodium viridiflorum (L.) DC.,Desmodium viridiflorum,Desmodium viridiflorum (L.) DC.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Desmodium viridiflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Deutzia Thunb.,Deutzia ,Deutzia Thunb.,Plantae Tracheophyta Magnoliopsida Cornales Hydrangeaceae Deutzia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
